base_process_variant,flip_p,subsample_step,k,process,reconstructor,representation,logloss_mean,logloss_std,n_states_mean,n_states_std,C_mu_empirical_mean,C_mu_empirical_std,unifilarity_score_mean,unifilarity_score_std,branch_entropy_mean,branch_entropy_std
even_process,0.02,2,5,even_process_flip0.02_sub2,one_step_greedy_merge,last_5,0.4802154036791843,0.0025302705970053374,9.2,0.8366600265340753,1.6613078307649392,0.03340107493826352,0.8793484511338351,0.019340008163995562,0.38824091229603197,0.07438535968358938
even_process,0.02,2,6,even_process_flip0.02_sub2,one_step_greedy_merge,last_6,0.4820764359359515,0.0033233415154988745,11.6,0.5477225575051661,1.7874814542968103,0.11883036325163812,0.8106409310814696,0.06630512154758789,0.6246104191243103,0.1918828713956701
even_process,0.02,2,7,even_process_flip0.02_sub2,one_step_greedy_merge,last_7,0.48385282751433695,0.004729801008597972,15.0,0.9999999999999998,2.0071203293840476,0.0746147610096469,0.7207745774577458,0.044126516310114924,0.9328518057014155,0.10675428533786313
even_process,0.02,2,8,even_process_flip0.02_sub2,one_step_greedy_merge,last_8,0.48900293472318035,0.007561547755573729,19.4,0.5477225575051662,2.0504469285145626,0.05621899401489694,0.6787688614969184,0.025273534980175184,1.1894035069632367,0.060555946446796134
even_process,0.02,4,1,even_process_flip0.02_sub4,one_step_greedy_merge,last_1,0.48544345249325127,0.004202981255861006,2.0,0.0,0.48545779411566753,0.001352474838877826,1.0,0.0,0.0,0.0
even_process,0.02,4,2,even_process_flip0.02_sub4,one_step_greedy_merge,last_2,0.4854401989369129,0.00419798151730184,2.2,0.4472135954999579,0.5017259581157114,0.03697952383290443,1.0,0.0,0.0,0.0
even_process,0.02,4,3,even_process_flip0.02_sub4,one_step_greedy_merge,last_3,0.4855732618192851,0.004203011218333552,3.2,0.8366600265340756,0.6556574952833746,0.1845650146831214,0.9763826382638264,0.022343616928579845,0.08598349472948334,0.07656880569837486
even_process,0.02,4,4,even_process_flip0.02_sub4,one_step_greedy_merge,last_4,0.48562267946895255,0.004025154821107225,4.2,0.8366600265340756,0.8958033618306386,0.20534142375891348,0.9372871608951119,0.06512429012682447,0.24375011355263615,0.1857835844537893
even_process,0.02,4,5,even_process_flip0.02_sub4,one_step_greedy_merge,last_5,0.4875641565351506,0.002333806202189066,8.0,0.0,1.0062105578498637,0.09722968517587165,0.8505275791368705,0.07340067004998536,0.5621112661097529,0.19008687436898167
even_process,0.02,4,6,even_process_flip0.02_sub4,one_step_greedy_merge,last_6,0.4883776308168054,0.0012712549826996433,12.8,0.8366600265340757,1.240634250666768,0.16049902705865698,0.7391693546370615,0.06946608373943698,0.9803174318445642,0.23620074989527293
even_process,0.02,4,7,even_process_flip0.02_sub4,one_step_greedy_merge,last_7,0.499915708043042,0.007351502008059315,16.8,0.44721359549995765,1.5200523960560848,0.12025772489016816,0.6545809161832367,0.061592266488352074,1.2731260413375005,0.14630433892221692
even_process,0.02,4,8,even_process_flip0.02_sub4,one_step_greedy_merge,last_8,0.5122934367626749,0.006858829170480835,20.4,0.547722557505166,1.6197166559060865,0.049511970701520795,0.562456552724363,0.04240885065321364,1.5894587605572776,0.08589506539225202
even_process,0.05,1,1,even_process_flip0.05,one_step_greedy_merge,last_1,0.5082817054627011,0.0010042940630009933,2.0,0.0,0.5120272277573961,0.0012409011381588357,1.0,0.0,0.0,0.0
even_process,0.05,1,2,even_process_flip0.05,one_step_greedy_merge,last_2,0.5022212151371368,0.0013222070260858047,3.0,0.0,0.8928666715306537,0.0019211331068818267,1.0,0.0,0.0,0.0
even_process,0.05,1,3,even_process_flip0.05,one_step_greedy_merge,last_3,0.49871787126858835,0.0013193211134381177,3.6,0.5477225575051661,1.1031467853710342,0.1042360348013531,0.9082077051926298,0.05485593454179081,0.2064414529088074,0.11770134626868871
even_process,0.05,1,4,even_process_flip0.05,one_step_greedy_merge,last_4,0.4952218889684207,0.0014047384357073883,5.0,0.7071067811865475,1.1843553698413185,0.0767923271047866,0.8896228007125222,0.02082933193883381,0.30108853279761616,0.04985123128510906
even_process,0.05,1,5,even_process_flip0.05,one_step_greedy_merge,last_5,0.49323699212707234,0.0012513244639179237,6.4,0.5477225575051662,1.4196916439661813,0.14587793976584376,0.8532594972311461,0.0540215849119019,0.44538049603375623,0.09377777471067918
even_process,0.05,1,6,even_process_flip0.05,one_step_greedy_merge,last_6,0.4911348634480325,0.0014719819982381436,10.2,1.0954451150103324,1.5751701494730646,0.11881566093969324,0.8004012675554556,0.055190831316907524,0.6534545127056697,0.13150036512727875
even_process,0.05,1,7,even_process_flip0.05,one_step_greedy_merge,last_7,0.49042032947046377,0.0016883182645603615,17.2,0.8366600265340753,1.7037131651434756,0.07147590545538056,0.7635181759087954,0.0293386578265548,0.8707407634902011,0.08518860736419522
even_process,0.05,1,8,even_process_flip0.05,one_step_greedy_merge,last_8,0.49079353307338075,0.0024956607366138934,22.0,0.7071067811865474,1.8913375726864683,0.07540427238207667,0.6783944096855448,0.05008729545902501,1.1405919243455416,0.11678778330465393
even_process,0.05,2,1,even_process_flip0.05_sub2,one_step_greedy_merge,last_1,0.5114770772647981,0.001815667789509786,2.0,0.0,0.511865732117203,0.0016332953349062873,1.0,0.0,0.0,0.0
even_process,0.05,2,2,even_process_flip0.05_sub2,one_step_greedy_merge,last_2,0.5106953535855766,0.0019487319336179804,3.0,0.0,0.9335015042578181,0.0023057105014712316,1.0,0.0,0.0,0.0
even_process,0.05,2,3,even_process_flip0.05_sub2,one_step_greedy_merge,last_3,0.5102905039944708,0.002053916547481282,4.2,0.44721359549995787,1.246444170303807,0.06278416321628806,0.9710485524276213,0.06251155250952002,0.07235502999648268,0.15237854803939577
even_process,0.05,2,4,even_process_flip0.05_sub2,one_step_greedy_merge,last_4,0.5102910506973016,0.0021729267922620285,5.4,0.547722557505166,1.3527779150354822,0.052720563107545144,0.9087142946434152,0.033115297095210154,0.2827804966803111,0.06366662739216122
even_process,0.05,2,5,even_process_flip0.05_sub2,one_step_greedy_merge,last_5,0.5103506379317596,0.002178977759389322,7.0,0.7071067811865476,1.5815092861239552,0.11058650968467806,0.8570192764457334,0.046420456810015255,0.47064771141716977,0.1257599353522874
even_process,0.05,2,6,even_process_flip0.05_sub2,one_step_greedy_merge,last_6,0.5108107284675522,0.002493468794962501,10.6,1.51657508881031,1.7729963883567155,0.06358288141725908,0.7782105934269248,0.05717517820936188,0.7217395275401419,0.10912794860520465
even_process,0.05,2,7,even_process_flip0.05_sub2,one_step_greedy_merge,last_7,0.5140761206685314,0.003970757507636436,14.2,1.6431676725154984,1.8871835406864297,0.06334130998950105,0.7433318331833183,0.02589787561577752,0.9642954083691293,0.031398514583524044
even_process,0.05,2,8,even_process_flip0.05_sub2,one_step_greedy_merge,last_8,0.5185394895748269,0.002183908950212487,19.0,2.345207879911715,1.976142574557303,0.06499129041235317,0.6929829605830656,0.034841656947887885,1.1888814266257697,0.07566316303546602
even_process,0.05,4,1,even_process_flip0.05_sub4,one_step_greedy_merge,last_1,0.512788753092941,0.003945419523018208,2.0,0.0,0.511158528406493,0.0014888527937644963,1.0,0.0,0.0,0.0
even_process,0.05,4,2,even_process_flip0.05_sub4,one_step_greedy_merge,last_2,0.5127908170224847,0.003930382032286467,2.0,0.0,0.5111454396211939,0.0014827442924288917,1.0,0.0,0.0,0.0
even_process,0.05,4,3,even_process_flip0.05_sub4,one_step_greedy_merge,last_3,0.5129421569584098,0.003847295931770735,2.6,0.5477225575051661,0.6196270351594041,0.11853464270827363,0.9298029802980297,0.04634165904882103,0.22598360318634497,0.1048575198567452
even_process,0.05,4,4,even_process_flip0.05_sub4,one_step_greedy_merge,last_4,0.5129778624273114,0.0038044963469835253,4.0,0.7071067811865476,0.7910412962192237,0.16560257694765035,0.88608576072009,0.05624156418043262,0.4191518122914012,0.16983774754785233
even_process,0.05,4,5,even_process_flip0.05_sub4,one_step_greedy_merge,last_5,0.5142257043964646,0.0035227652160224553,6.4,0.894427190999916,1.0644294041404427,0.052161784819296106,0.7634695204280642,0.034860754141443476,0.8113590735947852,0.09992837772609518
even_process,0.05,4,6,even_process_flip0.05_sub4,one_step_greedy_merge,last_6,0.5165810453790926,0.005659273640467757,11.0,0.9999999999999999,1.28830970633213,0.10814519942584983,0.6848498487235266,0.05336102336803167,1.17451774831122,0.1422782513224484
even_process,0.05,4,7,even_process_flip0.05_sub4,one_step_greedy_merge,last_7,0.5222177845481042,0.00318918343238515,15.2,1.4832396974191324,1.429584624745182,0.09960030042490503,0.6339117823564713,0.05747573021882618,1.3669874946158855,0.09339586926967824
even_process,0.05,4,8,even_process_flip0.05_sub4,one_step_greedy_merge,last_8,0.5374270239307968,0.009892012124360073,20.2,0.8366600265340753,1.583421823451598,0.09117192369998567,0.568337876022105,0.052134633727643084,1.636492890665588,0.1671756369443441
even_process,0.1,1,1,even_process_flip0.1,one_step_greedy_merge,last_1,0.5511025156983057,0.0016438477267865764,2.0,0.0,0.5518937265588548,0.0017800990387921813,1.0,0.0,0.0,0.0
even_process,0.1,1,2,even_process_flip0.1,one_step_greedy_merge,last_2,0.5488176088221915,0.0018354696708904788,3.0,0.0,0.9546137957631607,0.0021558673187144673,1.0,0.0,0.0,0.0
even_process,0.1,1,3,even_process_flip0.1,one_step_greedy_merge,last_3,0.547281797237404,0.0018765604931561958,3.8,0.447213595499958,1.1790636808409376,0.1154361499052898,0.8984424610615266,0.031835607687774714,0.25752190280783716,0.060407334377729854
even_process,0.1,1,4,even_process_flip0.1,one_step_greedy_merge,last_4,0.5461707518842058,0.0021745022258913456,5.0,0.7071067811865476,1.3695320593651876,0.0990074920471161,0.8808975280477516,0.02638515730440149,0.34241145208997603,0.06086984876240697
even_process,0.1,1,5,even_process_flip0.1,one_step_greedy_merge,last_5,0.5454331999167532,0.00221083926215282,6.6,1.140175425099138,1.4792339199126632,0.1568826610391793,0.823764641174044,0.07444413189488765,0.5697447005173235,0.18078272786956923
even_process,0.1,1,6,even_process_flip0.1,one_step_greedy_merge,last_6,0.54485991157434,0.002284584156694071,9.2,0.44721359549995776,1.5935143003445549,0.14388448975072565,0.7917471389373285,0.05570999437646652,0.7298099871319572,0.12207545639510514
even_process,0.1,1,7,even_process_flip0.1,one_step_greedy_merge,last_7,0.544637128624626,0.002321166684211821,13.6,1.816590212458495,1.8189452165303712,0.0526349966027014,0.7051927596379819,0.029307180658591,1.0378704813769073,0.01942750085437904
even_process,0.1,1,8,even_process_flip0.1,one_step_greedy_merge,last_8,0.5448540123166232,0.0025297563502889543,19.2,0.8366600265340757,1.9951821996050598,0.03691602671299454,0.6198586170472089,0.030240561131710468,1.392017043125581,0.09714961669132326
even_process,0.1,2,1,even_process_flip0.1_sub2,one_step_greedy_merge,last_1,0.5533968094568475,0.0026934895238739935,2.0,0.0,0.5516527119444798,0.0020367220946714997,1.0,0.0,0.0,0.0
even_process,0.1,2,2,even_process_flip0.1_sub2,one_step_greedy_merge,last_2,0.5532003348672044,0.0027783602171466536,3.0,0.0,0.9818430865084398,0.0025853626087818547,1.0,0.0,0.0,0.0
even_process,0.1,2,3,even_process_flip0.1_sub2,one_step_greedy_merge,last_3,0.5530850206656983,0.0028847434515929513,3.8,0.447213595499958,1.152064286121338,0.10849931949268946,0.881201560078004,0.07423798980144718,0.28262587169234976,0.18127436149691564
even_process,0.1,2,4,even_process_flip0.1_sub2,one_step_greedy_merge,last_4,0.5531160218636296,0.0028707515003716906,4.6,0.5477225575051663,1.250333061196643,0.1127976190868479,0.8695393462091381,0.05925141967816421,0.38426455113877717,0.12002152725355787
even_process,0.1,2,5,even_process_flip0.1_sub2,one_step_greedy_merge,last_5,0.5532578628743622,0.0028761329169081605,6.6,0.5477225575051661,1.465521510918469,0.10012838707356343,0.8182688701652625,0.02159222537470341,0.6346986335462125,0.05899370676590034
even_process,0.1,2,6,even_process_flip0.1_sub2,one_step_greedy_merge,last_6,0.5532101075456689,0.0027970443388113547,9.6,1.3416407864998738,1.565045136641822,0.07829613608396828,0.7733151650769442,0.0805263602185573,0.8029092243848833,0.17984332502243508
even_process,0.1,2,7,even_process_flip0.1_sub2,one_step_greedy_merge,last_7,0.5544634097124463,0.003054289134377815,14.6,0.5477225575051662,1.7602990021868774,0.035724860138434844,0.661051105110511,0.02681697417829452,1.2804485554792684,0.1004598262036389
even_process,0.1,2,8,even_process_flip0.1_sub2,one_step_greedy_merge,last_8,0.5606027793277737,0.003177826203462799,19.8,0.8366600265340757,1.8943758162248134,0.0366758412207268,0.587246065182333,0.05242577619637096,1.59241231630847,0.10664742379818902
even_process,0.1,4,1,even_process_flip0.1_sub4,one_step_greedy_merge,last_1,0.5562637504425524,0.005411167139437419,1.8,0.4472135954999579,0.4405572922988836,0.24628674110614343,1.0,0.0,0.0,0.0
even_process,0.1,4,2,even_process_flip0.1_sub4,one_step_greedy_merge,last_2,0.5562476312228964,0.005375776816291284,2.0,0.0,0.5508405813086429,0.0019718320337827463,1.0,0.0,0.0,0.0
even_process,0.1,4,3,even_process_flip0.1_sub4,one_step_greedy_merge,last_3,0.5564153895563307,0.005478419125803432,2.6,0.5477225575051661,0.6410443928537172,0.12257864781096009,0.8953445344534453,0.0783154848302664,0.2989953537943906,0.2429619339839154
even_process,0.1,4,4,even_process_flip0.1_sub4,one_step_greedy_merge,last_4,0.5564996586180415,0.00538496656690218,3.4,0.5477225575051661,0.8120654035722108,0.12466862072290401,0.817437179647456,0.06517271374422949,0.5570587446746489,0.16116291787497478
even_process,0.1,4,5,even_process_flip0.1_sub4,one_step_greedy_merge,last_5,0.5564590026662837,0.005419534265853081,6.0,0.7071067811865475,0.9422824925846616,0.13547866912735357,0.7349052357853678,0.05189173298800911,0.8571201082926692,0.12808455760642548
even_process,0.1,4,6,even_process_flip0.1_sub4,one_step_greedy_merge,last_6,0.5595125586236064,0.006150135506716708,10.2,1.4832396974191326,1.23714500794978,0.13227882823754733,0.6980021503763159,0.103911450647536,1.0438754641275252,0.29833027325969325
even_process,0.1,4,7,even_process_flip0.1_sub4,one_step_greedy_merge,last_7,0.565373517273352,0.010222858965913106,16.0,1.2247448713915887,1.4735547488009277,0.14443376777209047,0.5941888377675535,0.04066784335612545,1.4581190661416392,0.16541509876780333
even_process,0.1,4,8,even_process_flip0.1_sub4,one_step_greedy_merge,last_8,0.5816459219150543,0.017020816084854826,21.6,1.51657508881031,1.6869920585127183,0.08346970628978492,0.5212122727613713,0.03319893797955,1.870692122377052,0.07027278075901992
