seed,length,train_frac,process,base_process,eps,flip_p,subsample_step,wrappers,condition_id,representation,k,reconstructor,logloss,n_states,C_mu_empirical,unifilarity_score,branch_entropy
0,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_1,1,one_step_greedy_merge,0.6057197564937604,2,0.6362683951615072,1.0,0.0
0,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_2,2,one_step_greedy_merge,0.42992078625479,4,1.2416347535727774,1.0,0.0
0,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_3,3,one_step_greedy_merge,0.4299497631811307,5,1.3247615986560097,1.0,0.0
0,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_4,4,one_step_greedy_merge,0.4299549411781517,6,1.3470171784997538,0.9950549381867273,0.023233423472162517
0,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_5,5,one_step_greedy_merge,0.43000547005779677,10,1.5280924812438632,0.9472867093006395,0.2436723966577852
0,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_6,6,one_step_greedy_merge,0.4300590642777085,18,1.9159772899521756,0.8635176115582023,0.5284290388324089
1,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_1,1,one_step_greedy_merge,0.6088484006128442,2,0.6354717089676918,1.0,0.0
1,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_2,2,one_step_greedy_merge,0.43079692390822977,4,1.239911735966027,1.0,0.0
1,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_3,3,one_step_greedy_merge,0.43080014908457726,4,1.2399103442064332,1.0,0.0
1,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_4,4,one_step_greedy_merge,0.43082201225918326,5,1.3371133970986102,0.9949549369367117,0.023637524435001465
1,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_5,5,one_step_greedy_merge,0.4308247060095909,10,1.598172785451069,0.901928528927934,0.2895940480801639
1,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_6,6,one_step_greedy_merge,0.4308539156521734,15,1.7896727162977621,0.8591000342505993,0.5272322147270985
2,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_1,1,one_step_greedy_merge,0.6118470906607688,2,0.6361623942150769,1.0,0.0
2,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_2,2,one_step_greedy_merge,0.435080495153345,4,1.2419207933605774,1.0,0.0
2,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_3,3,one_step_greedy_merge,0.4350826538053493,4,1.241922167722833,1.0,0.0
2,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_4,4,one_step_greedy_merge,0.43511064783378883,7,1.3791518103965996,0.9598169977124714,0.15375960580261924
2,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_5,5,one_step_greedy_merge,0.43511030594805117,10,1.7746660136362928,0.8246048690730361,0.5997872398399366
2,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_6,6,one_step_greedy_merge,0.43512207793040336,17,1.7550917684983693,0.8853854942461493,0.40992847561762086
3,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_1,1,one_step_greedy_merge,0.6050136981660076,2,0.6358350438667224,1.0,0.0
3,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_2,2,one_step_greedy_merge,0.4306675436980726,4,1.241033904884056,1.0,0.0
3,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_3,3,one_step_greedy_merge,0.4306707976146544,4,1.2410325233800432,1.0,0.0
3,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_4,4,one_step_greedy_merge,0.43069198550930615,6,1.3515940872478278,0.9947249340616757,0.020595792148225843
3,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_5,5,one_step_greedy_merge,0.4307177737514429,10,1.465624506267163,0.9389040835612534,0.21275955093525542
3,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_6,6,one_step_greedy_merge,0.43071604155418536,18,1.5773063187175362,0.9183735715375019,0.344612954858495
4,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_1,1,one_step_greedy_merge,0.602680622011587,2,0.6359431098170746,1.0,0.0
4,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_2,2,one_step_greedy_merge,0.43233721996414876,4,1.240995455404893,1.0,0.0
4,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_3,3,one_step_greedy_merge,0.43234047349067056,4,1.2409940736544676,1.0,0.0
4,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_4,4,one_step_greedy_merge,0.432343723776016,4,1.2409926891966434,1.0,0.0
4,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_5,5,one_step_greedy_merge,0.43236549004832886,7,1.3765785310255776,0.9635519532792992,0.15073094648850444
4,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_6,6,one_step_greedy_merge,0.4323566680664926,18,1.8337123214005142,0.8568399946999072,0.46460704372969835
5,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_1,1,one_step_greedy_merge,0.6047032393424734,2,0.6352597848540068,1.0,0.0
5,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_2,2,one_step_greedy_merge,0.43071048038392384,4,1.2391624263460708,1.0,0.0
5,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_3,3,one_step_greedy_merge,0.4307137385289153,4,1.2391638062445678,1.0,0.0
5,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_4,4,one_step_greedy_merge,0.4307258722983585,5,1.3060489363961967,0.9900723759046988,0.029128112694888963
5,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_5,5,one_step_greedy_merge,0.4307324025317382,11,1.4997790703338603,0.949826747401211,0.20941766184032373
5,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_6,6,one_step_greedy_merge,0.43077438256419476,19,1.7063030616403092,0.94429402514544,0.23781241107544426
6,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_1,1,one_step_greedy_merge,0.603786944223157,2,0.634998253150104,1.0,0.0
6,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_2,2,one_step_greedy_merge,0.4294900291641544,4,1.2392094324759007,1.0,0.0
6,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_3,3,one_step_greedy_merge,0.4294712512262017,4,1.2392108122806595,1.0,0.0
6,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_4,4,one_step_greedy_merge,0.4294770674737241,6,1.3507935227749042,0.9947449343116789,0.020494147844987536
6,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_5,5,one_step_greedy_merge,0.4294977475125275,12,1.5970141081360436,0.936929053935809,0.2771973563175323
6,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_6,6,one_step_greedy_merge,0.4295426597910289,19,1.7683665538594902,0.8662551594652906,0.5469448419448463
7,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_1,1,one_step_greedy_merge,0.6068275459047368,2,0.6357896936663359,1.0,0.0
7,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_2,2,one_step_greedy_merge,0.4280592896106793,4,1.2409427853525148,1.0,0.0
7,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_3,3,one_step_greedy_merge,0.4280475765381647,4,1.240941397564454,1.0,0.0
7,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_4,4,one_step_greedy_merge,0.4280399058735251,4,1.2409400155689558,1.0,0.0
7,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_5,5,one_step_greedy_merge,0.4279906079024659,7,1.4714087725935763,0.9377440661609924,0.22528595282860336
7,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_6,6,one_step_greedy_merge,0.428016341460228,16,1.8006233072233826,0.8205818601825532,0.6411456061765355
8,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_1,1,one_step_greedy_merge,0.6069964556769929,2,0.6370816140796496,1.0,0.0
8,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_2,2,one_step_greedy_merge,0.43086267630749836,4,1.2438630902326007,1.0,0.0
8,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_3,3,one_step_greedy_merge,0.4308647365756622,4,1.2438617274589556,1.0,0.0
8,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_4,4,one_step_greedy_merge,0.43086735810420723,6,1.3400986028574207,0.9681696021200265,0.12010184678064892
8,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_5,5,one_step_greedy_merge,0.43090991443763843,8,1.5975846845534916,0.9132036980554709,0.342194710358422
8,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_6,6,one_step_greedy_merge,0.430978581134342,17,1.6736842182056684,0.933498836229634,0.28091084754847084
9,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_1,1,one_step_greedy_merge,0.6024364700127038,2,0.6376746015399746,1.0,0.0
9,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_2,2,one_step_greedy_merge,0.4287659550418247,4,1.2454820320047932,1.0,0.0
9,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_3,3,one_step_greedy_merge,0.4287667286902985,4,1.245480675185019,1.0,0.0
9,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_4,4,one_step_greedy_merge,0.42879020628901615,5,1.2735208428578806,0.9945599319991499,0.02104883189623711
9,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_5,5,one_step_greedy_merge,0.42883670035955024,9,1.4654553285652316,0.9688320324804872,0.12534799567749744
9,500000,0.8,markov_order_2,markov_order_2,0.01,0.0,1,,flip0_sub1,last_6,6,one_step_greedy_merge,0.4288625093590502,17,1.612014368534987,0.9305312842974752,0.3408157943933565
